CompanyName,Year,Sales,OperatingProfit,NetIncome,OperatingActivitiesCashFlow,InvestmentActivitiesCashFlow,FinancialActivitiesCashFlow,AccountsReceivable,AccountsReceivableTurnover,AccountsReceivableTurnoverDays,CostofGoodsSold,Inventory,InventoryTurnover,InventoryTurnoverDays,InventoryTotalAssets,TotalBorrowings,FinancialCosts,TotalLiabilities,TotalCapital,DebtRatio,Bankruptcy
오스코텍,2016,4660728158 ,-801845563 ,-609636596 ,353686553 ,-2193697696 ,437780544 ,1875005569 ,2.49 ,146.84 ,3042193718 ,827769092 ,3.68 ,99.32 ,37243958875 ,4120000000 ,708500024 ,10753016427 ,37243958875 ,0.29 ,0
오스코텍,2017,3700344977 ,-682391509 ,-2508421894 ,602330182 ,-2975311263 ,10901259956 ,1448022652 ,2.56 ,142.83 ,1692231907 ,884638182 ,1.91 ,190.81 ,47128963604 ,4020890000 ,447374945 ,13694699542 ,47128963604 ,0.29 ,0
오스템,2013,247032587868 ,14482989728 ,8372812467 ,32813375344 ,-15762270205 ,-16504291785 ,81185699657 ,3.04 ,119.95 ,210591922424 ,13322456519 ,15.81 ,23.09 ,267157920991 ,83943125614 ,11046304307 ,167580498063 ,267157920991 ,0.63 ,0
오스템,2014,211058257327 ,4144929731 ,4493889007 ,6890189041 ,-9537955134 ,-6862297374 ,77279369154 ,2.73 ,133.65 ,184987002510 ,12990079747 ,14.24 ,25.63 ,250198864274 ,82563648240 ,5972503121 ,148680997463 ,250198864274 ,0.59 ,0
오스템,2015,198944026224 ,7618276808 ,10381450632 ,20973433032 ,-21758297057 ,647721530 ,87679143467 ,2.27 ,160.86 ,167352855484 ,10920065699 ,15.33 ,23.82 ,263880970991 ,86590169770 ,4858160975 ,153518760746 ,263880970991 ,0.58 ,0
오스템,2016,191142538244 ,8068009994 ,9036914362 ,45866035722 ,-10599198842 ,-23574249759 ,53458582808 ,3.58 ,102.08 ,158087230961 ,9114900174 ,17.34 ,21.04 ,238174287114 ,52197412500 ,3817242065 ,116336466814 ,238174287114 ,0.49 ,0
오스템,2017,168927129926 ,2431625781 ,416897772 ,155082125 ,-11597089232 ,7813727500 ,58909286315 ,2.87 ,127.28 ,141969409608 ,8997649334 ,15.78 ,23.13 ,237800444990 ,70891053000 ,2551869217 ,116922290347 ,237800444990 ,0.49 ,0
오이솔루션,2013,60452424340 ,7497225116 ,6970626282 ,6012409241 ,-11481612090 ,4084733500 ,10988163371 ,5.50 ,66.34 ,37669060306 ,9623670711 ,3.91 ,93.25 ,55976748620 ,14400000000 ,1576167166 ,39233547849 ,55976748620 ,0.70 ,0
오이솔루션,2014,71441079649 ,10002006710 ,11099327631 ,11855462637 ,-14402599883 ,2009743970 ,7904551844 ,9.04 ,40.39 ,42688585791 ,13289094879 ,3.21 ,113.63 ,69140278598 ,10500000000 ,394738751 ,21429579033 ,69140278598 ,0.31 ,0
오이솔루션,2015,59340845049 ,192105685 ,1767276638 ,2888826273 ,-2862113117 ,1464078000 ,11839270268 ,5.01 ,72.82 ,39692167798 ,12735151994 ,3.12 ,117.11 ,73642181390 ,13000000000 ,363051525 ,25547330936 ,73642181390 ,0.35 ,0
오킨스전자,2013,32552329998 ,2104552255 ,1165167829 ,7298502793 ,-5760199377 ,-1587927382 ,3959428441 ,8.22 ,44.40 ,23485568908 ,4654917119 ,5.05 ,72.34 ,47150329952 ,21470668731 ,1201438471 ,27158546682 ,47150329952 ,0.58 ,0
오킨스전자,2014,42722029919 ,5986491097 ,4658738224 ,11090011526 ,-12238422876 ,10242838007 ,5232497374 ,8.16 ,44.70 ,29477283854 ,7487809711 ,3.94 ,92.72 ,64586991270 ,18833386738 ,1080238413 ,27280125612 ,64586991270 ,0.42 ,0
오킨스전자,2015,36035203297 ,-4830236019 ,-4962202994 ,2950590815 ,-12319129759 ,-219961061 ,4754538278 ,7.58 ,48.16 ,29319715645 ,6308453162 ,4.65 ,78.53 ,57588384427 ,19047425677 ,714095594 ,25695160078 ,57588384427 ,0.45 ,0
오텍,2016,121690057527 ,2235461290 ,10810494854 ,10804291858 ,-18110181154 ,8729903338 ,14875140513 ,8.18 ,44.62 ,114323206494 ,6673856687 ,17.13 ,21.31 ,166393067662 ,29600000000 ,2020974382 ,63449305030 ,166393067662 ,0.38 ,0
오텍,2017,120168132695 ,3972384268 ,20042519039 ,726273210 ,105945862 ,12928958554 ,15174426058 ,7.92 ,46.09 ,110491643219 ,6255443198 ,17.66 ,20.66 ,191997330468 ,42933333330 ,1947024716 ,65159576774 ,191997330468 ,0.34 ,0
오픈베이스,2013,43579562067 ,3410922899 ,3097733117 ,5602645027 ,-27047694736 ,22736365532 ,12920605473 ,3.37 ,108.22 ,30829872822 ,2593562131 ,11.89 ,30.71 ,85204803526 ,26780385466 ,127729464 ,41674463688 ,85204803526 ,0.49 ,0
오픈베이스,2014,42821598949 ,3174166466 ,2551818584 ,2887355824 ,1060537307 ,-2603536475 ,8995339351 ,4.76 ,76.67 ,28526083933 ,3072738549 ,9.28 ,39.32 ,81501196292 ,17511543458 ,832807388 ,35628078141 ,81501196292 ,0.44 ,0
오픈베이스,2015,48722174170 ,2798290956 ,2161260903 ,-1571591603 ,1553917342 ,-6048125045 ,20644923681 ,2.36 ,154.66 ,33860389432 ,4258836892 ,7.95 ,45.91 ,85192149642 ,11167715980 ,556272395 ,37757313868 ,85192149642 ,0.44 ,0
옴니시스템,2013,32100097117 ,2105634596 ,-8112268904 ,3363059213 ,-591107796 ,-5190706445 ,14989342689 ,2.14 ,170.44 ,23274028280 ,4516647422 ,5.15 ,70.83 ,65502861316 ,2989597450 ,234802915 ,11019524235 ,65502861316 ,0.17 ,0
옴니시스템,2014,50820785245 ,3472738568 ,1149281009 ,6327381909 ,-12984995924 ,3929836981 ,8893803701 ,5.71 ,63.88 ,38630070964 ,7926354089 ,4.87 ,74.89 ,72927208201 ,6650000000 ,220628872 ,17308496066 ,72927208201 ,0.24 ,0
옴니시스템,2015,53874442007 ,3469914297 ,4657361193 ,5444275321 ,-12013078272 ,8489919048 ,8589367857 ,6.27 ,58.19 ,39772080310 ,8648226212 ,4.60 ,79.37 ,85075417742 ,15000000000 ,394733586 ,24958403731 ,85075417742 ,0.29 ,0
옴니시스템,2016,54854283866 ,1640443838 ,651532710 ,-1854297457 ,-2164296912 ,3500000000 ,11972934580 ,4.58 ,79.67 ,42754093628 ,11218906156 ,3.81 ,95.78 ,89755015424 ,18500000000 ,461942388 ,28892283133 ,89755015424 ,0.32 ,0
옴니시스템,2017,95095316747 ,2275339465 ,1208402733 ,12156073567 ,-2044501601 ,-962305600 ,15664128240 ,6.07 ,60.12 ,80667983360 ,18768884711 ,4.30 ,84.92 ,109587673003 ,17500000000 ,521101284 ,47560416533 ,109587673003 ,0.43 ,0
옴니텔,2013,151194592 ,-3604399771 ,-5875947779 ,-1477751147 ,-5317350468 ,7037789466 ,2890505866 ,0.05 ,6977.99 ,8243641733 ,387989216 ,21.25 ,17.18 ,23395522337 ,3216329478 ,219320645 ,13102950092 ,23395522337 ,0.56 ,0
옴니텔,2014,447688609 ,1309481959 ,1026688847 ,-865904354 ,280936902 ,-969000338 ,5335575582 ,0.08 ,4350.09 ,20622539090 ,3257400 ,6330.98 ,0.06 ,22605106008 ,2710497163 ,534430746 ,9666642150 ,22605106008 ,0.43 ,0
옵트론텍,2013,172803335909 ,32333300999 ,21317654065 ,33114216446 ,-42777737060 ,7891211991 ,37412549725 ,4.62 ,79.02 ,124227215426 ,12849764431 ,9.67 ,37.75 ,208215236817 ,66403069997 ,6332485361 ,90696947195 ,208215236817 ,0.44 ,0
옵트론텍,2014,65708005594 ,-14900006942 ,-20924424118 ,-3506220698 ,-37662985402 ,40263960304 ,32764243790 ,2.01 ,182.00 ,62563610245 ,11231329554 ,5.57 ,65.52 ,227426964308 ,111939298122 ,6450770975 ,132706643985 ,227426964308 ,0.58 ,0
옵트론텍,2015,122800360501 ,4211563038 ,-13335606157 ,16121457098 ,-487423785 ,-13912018121 ,41540724134 ,2.96 ,123.47 ,94379332346 ,12162971014 ,7.76 ,47.04 ,217850020071 ,83361900000 ,7899086992 ,134673951596 ,217850020071 ,0.62 ,0
옵트론텍,2016,121716274033 ,16998645791 ,12012228064 ,23057233220 ,-13219669931 ,-11438215954 ,42954802558 ,2.83 ,128.81 ,79129965352 ,12619701630 ,6.27 ,58.21 ,215611477338 ,79255664046 ,11402333623 ,117095457832 ,215611477338 ,0.54 ,0
옵트론텍,2017,149943082838 ,22719248347 ,6082806222 ,28577198735 ,-21828378957 ,-7194061708 ,51722000484 ,2.90 ,125.90 ,98225971471 ,9826801145 ,10.00 ,36.52 ,226740046787 ,70635200014 ,11469792210 ,112033391958 ,226740046787 ,0.49 ,0
와이비로드,2013,83703497512 ,2761798054 ,2266821943 ,1784771642 ,1339429658 ,-3735655497 ,21520149924 ,3.89 ,93.84 ,75902230806 ,2299572310 ,33.01 ,11.06 ,49290240630 ,3638055485 ,444803500 ,8419270307 ,49290240630 ,0.17 ,0
와이비로드,2014,80516907181 ,3476813300 ,-2397072790 ,-866925185 ,-8783842518 ,8810774075 ,25473309179 ,3.16 ,115.48 ,73588861030 ,1060569614 ,69.39 ,5.26 ,54128968180 ,11451602960 ,273210724 ,14588823154 ,54128968180 ,0.27 ,0
와이비로드,2015,64601714331 ,2054621227 ,2496958905 ,1457073392 ,-4630000 ,-397841190 ,24911577620 ,2.59 ,140.75 ,59276513712 ,2043295573 ,29.01 ,12.58 ,55673617910 ,10342842900 ,358748338 ,12849896615 ,55673617910 ,0.23 ,0
와이비로드,2016,51156450382 ,1419106891 ,1700488466 ,-2049868318 ,-795029599 ,2266464941 ,31508292712 ,1.62 ,224.81 ,46950916847 ,705499709 ,66.55 ,5.48 ,59869993246 ,12609307841 ,299467304 ,15412052379 ,59869993246 ,0.26 ,0
와이비로드,2017,32026433759 ,478303471 ,-15847498047 ,-3707244472 ,-24782423498 ,32793084043 ,33279695604 ,0.96 ,379.28 ,28771988702 ,1589964166 ,18.10 ,20.17 ,78086375143 ,10912440364 ,516024454 ,48870113341 ,78086375143 ,0.63 ,0
와이솔,2013,140079249199 ,14412984809 ,12301691563 ,-379576210 ,-24713990506 ,20262315177 ,47201478766 ,2.97 ,122.99 ,104548735269 ,15827028345 ,6.61 ,55.26 ,152667499034 ,57116244393 ,2413871442 ,72105040197 ,152667499034 ,0.47 ,0
와이솔,2014,191288238735 ,9482391237 ,14357500261 ,1533362797 ,-19304510959 ,20441581966 ,78219351667 ,2.45 ,149.25 ,164794895525 ,25662664613 ,6.42 ,56.84 ,206562391342 ,66547105195 ,3099058963 ,113886509299 ,206562391342 ,0.55 ,0
와이솔,2015,283323213606 ,26158951109 ,28286535552 ,20066639521 ,-13771386635 ,-4253759683 ,113503264518 ,2.50 ,146.22 ,235917210972 ,19142023400 ,12.32 ,29.62 ,257465410276 ,63133038537 ,4317501079 ,121935889076 ,257465410276 ,0.47 ,0
와이엔텍,2013,40429028177 ,7018683679 ,4965118904 ,7332517360 ,-14300887508 ,9110000000 ,8530426419 ,4.74 ,77.01 ,30928841669 ,125219815 ,247.00 ,1.48 ,119922036940 ,27670711108 ,1238207501 ,47136810453 ,119922036940 ,0.39 ,0
와이엔텍,2014,48634543315 ,7038254444 ,3748801886 ,12038876463 ,-14580249583 ,-1843450000 ,8241772493 ,5.90 ,61.85 ,38752117733 ,141662441 ,273.55 ,1.33 ,127268956136 ,22482174146 ,1078323032 ,50529574113 ,127268956136 ,0.40 ,0
와이엔텍,2015,48750522191 ,7615206899 ,3845591707 ,10806012945 ,-1229427137 ,-3317809819 ,7205659394 ,6.77 ,53.95 ,38349557680 ,108136322 ,354.64 ,1.03 ,128885823080 ,16831437833 ,917331866 ,48122447430 ,128885823080 ,0.37 ,0
와이엔텍,2016,50296581612 ,8175403019 ,5310169238 ,9582335007 ,-18768050476 ,6689185535 ,7090774665 ,7.09 ,51.46 ,39148849590 ,113339769 ,345.41 ,1.06 ,140449551641 ,25244581000 ,1238942857 ,44659754260 ,140449551641 ,0.32 ,0
와이엔텍,2017,60524267315 ,11148332722 ,8804382836 ,14736390236 ,-25757685123 ,13753346000 ,6993819523 ,8.65 ,42.18 ,45739656277 ,81154295 ,563.61 ,0.65 ,163547040219 ,38169326800 ,474284503 ,59006012872 ,163547040219 ,0.36 ,0
와이엠씨,2013,47001688475 ,5869023577 ,5022896010 ,7109387830 ,-2901835350 ,-513521660 ,5063977048 ,9.28 ,39.33 ,34105731981 ,8462389106 ,4.03 ,90.56 ,51264095894 ,754960000 ,1280150864 ,10517409798 ,51264095894 ,0.21 ,0
와이엠씨,2014,46640214173 ,2791845628 ,1499608694 ,4337464818 ,-1369309588 ,-1682145015 ,4252779418 ,10.97 ,33.28 ,37906726901 ,8145798708 ,4.65 ,78.44 ,50530195558 ,1074960000 ,775514756 ,9130348128 ,50530195558 ,0.18 ,0
와이엠씨,2015,51133922381 ,3964580908 ,3422868106 ,7493510216 ,-1770315572 ,-2587415495 ,4953828343 ,10.32 ,35.36 ,41235659676 ,6795738288 ,6.07 ,60.15 ,52497024441 ,607380000 ,433672093 ,8671764400 ,52497024441 ,0.17 ,0
와이지-원,2013,234938075859 ,15533506174 ,-3439288837 ,52697000895 ,-9614079660 ,-29216122923 ,92659623414 ,2.54 ,143.96 ,193078491866 ,110694138615 ,1.74 ,209.26 ,473772965987 ,136381807983 ,19421492008 ,289231874420 ,473772965987 ,0.61 ,0
와이지-원,2014,261341583239 ,31123028568 ,9410475892 ,43880399532 ,-37977105596 ,-17894011134 ,76597882579 ,3.41 ,106.98 ,197765050825 ,114450869116 ,1.73 ,211.23 ,465244619408 ,151718178098 ,17644947586 ,276592169305 ,465244619408 ,0.59 ,0
와이지-원,2015,280514866346 ,34382787726 ,14516036069 ,55182501399 ,-34334485030 ,-15597171392 ,91460189552 ,3.07 ,119.01 ,210619472850 ,103021293038 ,2.04 ,178.53 ,486546141707 ,150150724184 ,16252498674 ,249167895171 ,486546141707 ,0.51 ,0
와이지-원,2016,286412230505 ,36611841031 ,14575143276 ,54515887235 ,-66291865580 ,8305500099 ,95000009350 ,3.01 ,121.07 ,209658282284 ,104133415139 ,2.01 ,181.29 ,541141023641 ,162166845631 ,12876099180 ,289745456644 ,541141023641 ,0.54 ,0
와이지-원,2017,321777001104 ,51287310575 ,24046311132 ,36822316499 ,-69464426155 ,38078924889 ,110114260449 ,2.92 ,124.91 ,224664950349 ,119764910657 ,1.88 ,194.58 ,614256145341 ,188052785609 ,11393322879 ,323357546176 ,614256145341 ,0.53 ,0
용현BM,2013,62834586332 ,-21459971023 ,-28049886674 ,-16278363897 ,14863586594 ,577221953 ,16668444423 ,3.77 ,96.83 ,75119471734 ,52155751772 ,1.44 ,253.42 ,213793189806 ,106146858287 ,9056865150 ,158474544277 ,213793189806 ,0.74 ,0
용현BM,2014,67468112981 ,-43973367635 ,-60489609303 ,-944507228 ,54645059547 ,-53727376209 ,8739740318 ,7.72 ,47.28 ,104737431232 ,20802217499 ,5.03 ,72.49 ,103226726814 ,59861082161 ,6630940442 ,87086409254 ,103226726814 ,0.84 ,0
용현BM,2015,24708819293 ,-13155218721 ,-25475161980 ,-29095726307 ,5825625050 ,24051144259 ,3302805728 ,7.48 ,48.79 ,34870527462 ,2190443136 ,15.92 ,22.93 ,63310351822 ,7159335600 ,6848076758 ,13017229309 ,63310351822 ,0.21 ,0
우리기술,2013,1756788682 ,-4090646554 ,-9220258540 ,-1640862719 ,-3784502330 ,6806548587 ,10037791006 ,0.18 ,2085.51 ,8163056032 ,2635457265 ,3.10 ,117.84 ,84253944497 ,31944481831 ,1303720447 ,43280916786 ,84253944497 ,0.51 ,0
우리기술,2014,1365123775 ,-2618531512 ,-8673294140 ,-4316555351 ,-11646352 ,2735793053 ,12786106785 ,0.11 ,3418.69 ,8888590480 ,2609374453 ,3.41 ,107.15 ,82208543206 ,23449541265 ,1738287343 ,49097202612 ,82208543206 ,0.60 ,0
우리기술,2015,1736055449 ,3205055826 ,-5243997979 ,416520851 ,-2410300655 ,3816649717 ,13824792373 ,0.13 ,2906.62 ,14153320659 ,2823077292 ,5.01 ,72.80 ,82970049932 ,35655550117 ,1906602941 ,50099292207 ,82970049932 ,0.60 ,0
우리기술,2016,31453884900 ,3842684207 ,-13199195 ,4134331893 ,-2069989049 ,712997539 ,12986146488 ,2.42 ,150.70 ,19344909762 ,1053781659 ,18.36 ,19.88 ,82338172162 ,25421728493 ,5027584180 ,51750947064 ,82338172162 ,0.63 ,0
우리기술,2017,30179282151 ,5024861160 ,3235817162 ,5686592023 ,-4529013631 ,-2218709986 ,11895614243 ,2.54 ,143.87 ,16967949902 ,3902082536 ,4.35 ,83.94 ,84991087681 ,33283322224 ,2236101936 ,47707263491 ,84991087681 ,0.56 ,0
우리넷,2013,44659634903 ,4167413091 ,3997099175 ,6443869999 ,-4140433327 ,4409582177 ,9465676819 ,4.72 ,77.36 ,29855329107 ,8827275540 ,3.38 ,107.92 ,56787825226 ,7189930235 ,173042841 ,18784787974 ,56787825226 ,0.33 ,0
우리넷,2014,45342438872 ,4854174868 ,4399818995 ,2467256365 ,-8042928568 ,-1505047614 ,10771236812 ,4.21 ,86.71 ,30542546009 ,7604532240 ,4.02 ,90.88 ,54420293547 ,6657354389 ,233450434 ,12972293800 ,54420293547 ,0.24 ,0
우리넷,2015,49620217045 ,6250020559 ,5627264278 ,12783902225 ,-11633840018 ,-179512900 ,10782049038 ,4.60 ,79.31 ,33310033482 ,6503636549 ,5.12 ,71.26 ,64928084547 ,7430053374 ,145148609 ,18807677022 ,64928084547 ,0.29 ,0
우리넷,2016,43401496111 ,2207237145 ,2719189851 ,-6417558507 ,3069067863 ,-732029765 ,14326939511 ,3.03 ,120.49 ,30472960364 ,9838914427 ,3.10 ,117.85 ,65271309266 ,7733166359 ,331955556 ,17386568390 ,65271309266 ,0.27 ,0
우리넷,2017,51667560103 ,3229058745 ,3431699560 ,7018425520 ,-4437196963 ,-824480952 ,13290340975 ,3.89 ,93.89 ,36449507714 ,11340364512 ,3.21 ,113.56 ,72085315691 ,4579480797 ,239088836 ,21532760455 ,72085315691 ,0.30 ,0
우리들제약,2013,2797450859 ,-3266424593 ,-3516712355 ,-4167161463 ,-470041005 ,-566684690 ,19184159991 ,0.15 ,2503.07 ,16853310948 ,7680779032 ,2.19 ,166.35 ,39373709334 ,4680212050 ,388908805 ,15136657205 ,39373709334 ,0.38 ,0
우리들제약,2014,3247667844 ,-3576707501 ,-4505188432 ,-1963668465 ,-1858821545 ,5563449361 ,16997359942 ,0.19 ,1910.31 ,20329273459 ,9916018489 ,2.05 ,178.04 ,42255174783 ,2890031500 ,866763156 ,21615835389 ,42255174783 ,0.51 ,0
우리들제약,2015,7117709341 ,4491378111 ,2006745173 ,3510516668 ,-3830219566 ,1275705959 ,18878892639 ,0.38 ,968.12 ,28090518074 ,8641336020 ,3.25 ,112.28 ,46543160943 ,170017824 ,666254009 ,17437023117 ,46543160943 ,0.37 ,0
우리들제약,2016,71545613180 ,4797410648 ,3451432436 ,7686870159 ,-15743034860 ,9929264466 ,366813527 ,195.05 ,1.87 ,31784849546 ,12769838667 ,2.49 ,146.64 ,64453938416 ,101640550 ,516991224 ,27619363775 ,64453938416 ,0.43 ,0
우리들제약,2017,79846193539 ,5733245703 ,4104184547 ,1401587548 ,-1884698564 ,-82892660 ,575344105 ,138.78 ,2.63 ,38976810368 ,11917273249 ,3.27 ,111.60 ,68311026960 ,23099550 ,125572596 ,17164262490 ,68311026960 ,0.25 ,0
우리들휴브레인,2013,9320497061 ,-4396197752 ,-4205018029 ,258121105 ,-6984081620 ,664318968 ,3565008989 ,2.61 ,139.61 ,8412607337 ,1774908004 ,4.74 ,77.01 ,19814271130 ,2495779471 ,462762811 ,4113012006 ,19814271130 ,0.21 ,0
우리들휴브레인,2014,6055436504 ,-5146347704 ,-7963289846 ,-4384575703 ,-625422233 ,5753874836 ,5530593486 ,1.09 ,333.36 ,6211463272 ,1110101937 ,5.60 ,65.23 ,19121988002 ,1058088454 ,462793223 ,10073903280 ,19121988002 ,0.53 ,0
우리들휴브레인,2015,6112891739 ,-6503461441 ,-6864242086 ,-3661513054 ,-1341542134 ,4371353529 ,1917062598 ,3.19 ,114.47 ,6785446731 ,2029960543 ,3.34 ,109.19 ,16844155506 ,730000000 ,518337367 ,8837162668 ,16844155506 ,0.52 ,0
우리로,2013,17931657063 ,-11702441327 ,-13090744556 ,-3820189596 ,2739296194 ,1830186256 ,3272108626 ,5.48 ,66.60 ,18459251286 ,3497609357 ,5.28 ,69.16 ,37529330391 ,5151200000 ,174078534 ,9517753451 ,37529330391 ,0.25 ,0
우리로,2014,15189120499 ,-5260064763 ,-4695368219 ,-5912263408 ,-3217345101 ,8119063370 ,6864666999 ,2.21 ,164.96 ,15948078846 ,4074292946 ,3.91 ,93.25 ,41535939422 ,3206500000 ,550947447 ,18409959341 ,41535939422 ,0.44 ,0
우리로,2015,27282443075 ,1817463133 ,2000647783 ,2415823826 ,-18157563484 ,15441074224 ,4794795906 ,5.69 ,64.15 ,20531631928 ,5660277018 ,3.63 ,100.63 ,57134189147 ,6971000000 ,1312939220 ,27808141571 ,57134189147 ,0.49 ,0
우리로,2016,17534142012 ,-2176382108 ,-30488907 ,-5475093988 ,7983969309 ,-1685234580 ,7534094131 ,2.33 ,156.83 ,14847695341 ,4759931827 ,3.12 ,117.01 ,57178998369 ,4685500000 ,3573266774 ,24495980871 ,57178998369 ,0.43 ,0
우리로,2017,16614481254 ,-4860090480 ,-10535929820 ,3767429083 ,-7363226445 ,1795417698 ,6129744186 ,2.71 ,134.66 ,15200016819 ,3699097248 ,4.11 ,88.83 ,50660453751 ,9554311187 ,3003164467 ,18841527486 ,50660453751 ,0.37 ,0
우리산업,2015,196717324989 ,10825396585 ,10350577781 ,27659326057 ,-13975824611 ,-9704006486 ,59636233167 ,3.30 ,110.65 ,168393173853 ,58509277050 ,2.88 ,126.82 ,186144191980 ,60893324000 ,5723610401 ,131463221190 ,186144191980 ,0.71 ,0
우리산업홀딩스,2013,230498103226 ,9203481313 ,8866177070 ,9992553235 ,-7061384345 ,-1818528211 ,52471653478 ,4.39 ,83.09 ,200725598578 ,54491874718 ,3.68 ,99.09 ,170447385379 ,57091894919 ,5919477284 ,108605854212 ,170447385379 ,0.64 ,0
우리이앤엘,2013,216664886693 ,-3457377494 ,-4783844690 ,-15590060937 ,-5766545038 ,24839454974 ,106830781528 ,2.03 ,179.97 ,210916822069 ,21571462064 ,9.78 ,37.33 ,252385283147 ,27777120307 ,6532129289 ,148230058618 ,252385283147 ,0.59 ,0
우리이앤엘,2014,183724136213 ,2147838028 ,-432558848 ,15470665287 ,6510294118 ,-21730210437 ,124573096087 ,1.47 ,247.49 ,162574919069 ,11063971479 ,14.69 ,24.84 ,250846989684 ,35947200000 ,6686369587 ,147037763274 ,250846989684 ,0.59 ,0
우리이앤엘,2015,178942209568 ,2196612257 ,811638633 ,3547301736 ,-2978253216 ,-3922910251 ,85886345255 ,2.08 ,175.19 ,154818089515 ,8392575706 ,18.45 ,19.79 ,198698703144 ,28948588597 ,4029150037 ,94117166667 ,198698703144 ,0.47 ,0
우리이앤엘,2016,134674935634 ,-4307617242 ,-14156904469 ,14463630386 ,-6646055324 ,-8151996735 ,102107084042 ,1.32 ,276.73 ,113414829852 ,1360843346 ,83.34 ,4.38 ,201602493997 ,29868020675 ,1759134462 ,92708271609 ,201602493997 ,0.46 ,0
우리이앤엘,2017,138621576730 ,30548933 ,-37504374461 ,3832237481 ,1629981694 ,-6710880675 ,72448201519 ,1.91 ,190.76 ,116422791429 ,3709451357 ,31.39 ,11.63 ,134317477188 ,19671360000 ,1969998402 ,62686581827 ,134317477188 ,0.47 ,0
우리이티아이,2013,6576307693 ,-3959307340 ,-13578744771 ,-3888637217 ,-14149904494 ,22437988645 ,11912270739 ,0.55 ,661.16 ,5717339629 ,1030826908 ,5.55 ,65.81 ,180127025074 ,23261550000 ,4117085634 ,40685072961 ,180127025074 ,0.23 ,0
우리이티아이,2014,26861573199 ,-7940181767 ,-27838942940 ,-17104027027 ,-11428199482 ,20015553342 ,11321529448 ,2.37 ,153.84 ,27635358042 ,3227998719 ,8.56 ,42.63 ,166546451838 ,33512100267 ,9322583372 ,56705430436 ,166546451838 ,0.34 ,0
우리이티아이,2015,48202706303 ,686137293 ,-27869404034 ,3121799190 ,2170131413 ,1728406140 ,24005426688 ,2.01 ,181.77 ,41205849143 ,816966915 ,50.44 ,7.24 ,145182461827 ,23366666666 ,8782805497 ,57142307538 ,145182461827 ,0.39 ,0
우리조명,2013,33251086150 ,826533589 ,1084814947 ,172346654 ,-1710125183 ,-753181160 ,7074524280 ,4.70 ,77.66 ,27778178478 ,6045826623 ,4.59 ,79.44 ,133549355755 ,5835500000 ,188474331 ,31359480702 ,133549355755 ,0.23 ,0
우리조명,2014,42628088427 ,-928602169 ,-721061948 ,265634924 ,-370721980 ,1453962750 ,7691580610 ,5.54 ,65.86 ,36246708398 ,3915174622 ,9.26 ,39.43 ,132298270866 ,7835500000 ,260632026 ,31564657013 ,132298270866 ,0.24 ,0
우리조명,2015,39115391800 ,-4693763411 ,-4308844533 ,-3379871749 ,-1088284256 ,4013441760 ,8474068977 ,4.62 ,79.07 ,33603149480 ,4409697256 ,7.62 ,47.90 ,133277259369 ,10300000000 ,266507510 ,35179979852 ,133277259369 ,0.26 ,0
우림기계,2013,57006664507 ,3111391371 ,1595817001 ,9166587960 ,-4130873726 ,-716204110 ,877475138 ,64.97 ,5.62 ,47177800763 ,7932044577 ,5.95 ,61.37 ,96865145738 ,1233333330 ,731560559 ,16499785700 ,96865145738 ,0.17 ,0
우림기계,2017,54162141978 ,-1833428014 ,-2010088781 ,6738810249 ,-11426483218 ,1239154900 ,3185544916 ,17.00 ,21.47 ,48590116247 ,7998664292 ,6.07 ,60.08 ,95329561794 ,1900000000 ,1404241207 ,10461415812 ,95329561794 ,0.11 ,0
우성사료,2013,311453088921 ,2566180598 ,2378088731 ,10109451375 ,6202086816 ,-21768598156 ,57707614038 ,5.40 ,67.63 ,265700305945 ,42373665404 ,6.27 ,58.21 ,248641969952 ,40114289629 ,3765408349 ,87811015292 ,248641969952 ,0.35 ,0
우성사료,2014,294196551557 ,5542309370 ,3727863173 ,14791185790 ,-5850722284 ,-1741842266 ,53608573151 ,5.49 ,66.51 ,244940288764 ,41747992631 ,5.87 ,62.21 ,252383291409 ,44521340076 ,4251509572 ,89382491817 ,252383291409 ,0.35 ,0
우성사료,2015,278477159430 ,3506305203 ,-5057883892 ,5850498962 ,-26662223935 ,-16995003396 ,48714862887 ,5.72 ,63.85 ,231959888432 ,42287588340 ,5.49 ,66.54 ,235220130534 ,27230110740 ,3988978303 ,79700755884 ,235220130534 ,0.34 ,0
